Gene_Name,family,name
AKAP3,"['IPR008382', 'IPR020799']","['SPHK1-interactor/A-kinase anchor 110kDa', 'A-kinase anchor 110kDa']"
ATP5MG,"['IPR006808', 'IPR016702']","['ATP synthase, F0 complex, subunit G, mitochondrial', 'Mitochondrial ATP synthase subunit g, animal']"
CCDC59,"['IPR006808', 'IPR016702']","['ATP synthase, F0 complex, subunit G, mitochondrial', 'Mitochondrial ATP synthase subunit g, animal']"
TRIO,['IPR028570'],['Triple functional domain protein']
NDUFAF4,['IPR009622'],['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4']
SETD6,['IPR011383'],['N-lysine methyltransferase SETD6']
SDC2,"['IPR001050', 'IPR031201']","['Syndecan', 'Syndecan-2']"
HACD3,,
HDC,"['IPR002129', 'IPR010977']","['Pyridoxal phosphate-dependent decarboxylase', 'Aromatic-L-amino-acid decarboxylase']"
FEZF2,"['IPR002129', 'IPR010977']","['Pyridoxal phosphate-dependent decarboxylase', 'Aromatic-L-amino-acid decarboxylase']"
PRAMEF27,['IPR026271'],['PRAME family']
PRAMEF22,,
SLCO1A2,,
FLOT1,['IPR027705'],['Flotillin family']
CDK2AP2,['IPR017266'],['Cyclin-dependent kinase 2-associated protein 1/2']
DNAJB5,,
TSPAN9,"['IPR000301', 'IPR018499']","['Tetraspanin', 'Tetraspanin/Peripherin']"
LYZL6,"['IPR000974', 'IPR001916', 'IPR030063']","['Glycoside hydrolase, family 22, lysozyme', 'Glycoside hydrolase, family 22', 'Lysozyme-like protein 6']"
CABYR,,
RUFY3,,
PLPPR1,['IPR043216'],['Phospholipid phosphatase']
GUCY1A2,,
L3HYPDH,['IPR008794'],['Proline racemase family']
FBXW12,,
ABCB4,"['IPR030275', 'IPR039421']","['Multidrug resistance protein 3', 'Type I protein exporter']"
TSPY4,,
TSPY3,,
PNMA8C,['IPR026523'],['Paraneoplastic antigen Ma']
INHBA,"['IPR000491', 'IPR015615']","['Inhibin, beta A subunit', 'Transforming growth factor-beta-related']"
AADAC,['IPR017157'],['Arylacetamide deacetylase']
MME,"['IPR000718', 'IPR029727']","['Peptidase M13', 'Neprilysin']"
FABP1,"['IPR031259', 'IPR031276']","['Intracellular lipid binding protein', 'Liver basic fatty acid-binding protein']"
ZNF703,['IPR022129'],['Transcriptional repressor NocA-like']
NEO1,['IPR033024'],['Neogenin']
IRF1,['IPR017431'],['Interferon regulatory factor-1/2']
CAPRIN2,['IPR028816'],['Caprin']
HAPLN1,,
ATOH1,['IPR032661'],['Protein atonal homologue 1']
MYL2,,
ALPI,['IPR001952'],['Alkaline phosphatase']
ACAD9,,
MCF2,,
GHR,,
NIPAL2,['IPR008521'],['Magnesium transporter NIPA']
GEMIN7,['IPR020338'],"['SMN complex, gem-associated protein 7']"
HIVEP3,,
CCDC196,,
DCHS2,,
ZG16B,,
RAB39B,"['IPR001806', 'IPR041818']","['Small GTPase', 'Rab39']"
CASP10,['IPR035701'],['Caspase-10']
DNAJC19,,
SEMA4D,['IPR027231'],['Semaphorin']
NPIPB9,['IPR009443'],['Nuclear pore complex interacting protein']
UCHL1,['IPR030297'],['Ubiquitin carboxyl-terminal hydrolase L1']
GHSR,['IPR003905'],['Growth hormone secretagogue receptor/motilin receptor']
CFH,,
ZNF665,,
ZNF442,,
UBE2Z,,
NCMAP,,
OR4A8,,
XKRY,,
DDX17,,
KIFAP3,['IPR008658'],['Kinesin-associated protein 3']
TANK,['IPR039669'],['TRAF family member-associated NF-kappa-B activator']
PLET1,['IPR026184'],['Placenta-expressed transcript 1']
BCL2L2,"['IPR002475', 'IPR013280', 'IPR026298']","['Bcl2-like', 'Apoptosis regulator, Bcl-W', 'Blc2 family']"
EDA,,
FRAT1,['IPR008014'],['Glycogen synthase kinase-3 binding protein']
INPP5D,,
METTL8,['IPR026113'],['Methyltransferase-like']
HAS1,['IPR028385'],['Hyaluronan synthase 1']
LIPM,['IPR025483'],"['Lipase, eukaryotic']"
TRAPPC3L,['IPR016721'],['Bet3 family']
PRR31,['IPR016721'],['Bet3 family']
KAT2A,"['IPR016376', 'IPR037800']","['Histone acetyltransferase GCN5/PCAF', 'Histone acetyltransferase GCN5']"
TAF1B,['IPR033599'],['RNA polymerase I transcription initiation factor TAF1B/Rrn7']
RPGR,,
PLEKHG2,,
JARID2,,
DNAJC18,,
NELL1,,
KAT2B,"['IPR016376', 'IPR037800']","['Histone acetyltransferase GCN5/PCAF', 'Histone acetyltransferase GCN5']"
MVB12B,['IPR040297'],['Multivesicular body subunit 12B']
DCLRE1B,,
IFIT2,['IPR024124'],['Interferon-induced protein with tetratricopeptide repeats 2']
IFIT1,['IPR024121'],['Interferon-induced protein with tetratricopeptide repeats 1']
HOXB13,,
IFI6,['IPR009311'],['Interferon alpha-inducible protein IFI6/IFI27-like']
PCSK5,['IPR015500'],"['Peptidase S8, subtilisin-related']"
ALOX5,"['IPR000907', 'IPR001885']","['Lipoxygenase', 'Lipoxygenase, mammalian']"
PHAX,,
CORO2A,['IPR015505'],['Coronin']
TMEM206,['IPR029366'],['TMEM206 protein']
ZNF324B,,
C1orf141,['IPR027847'],['Protein of unknown function DUF4545']
CSF3,"['IPR030474', 'IPR040117']","['Interleukin-6/GCSF/MGF', 'GCSF/MGF']"
SLC35F1,"['IPR030474', 'IPR040117']","['Interleukin-6/GCSF/MGF', 'GCSF/MGF']"
UTF1,"['IPR030474', 'IPR040117']","['Interleukin-6/GCSF/MGF', 'GCSF/MGF']"
TXNDC8,,
CALHM4,"['IPR029569', 'IPR029574']","['Calcium homeostasis modulator family', 'Calcium homeostasis modulator protein 4']"
NRCAM,['IPR043204'],['Basigin-like']
TLE6,['IPR009146'],['Groucho/transducin-like enhancer']
GGH,"['IPR011697', 'IPR015527']","['Peptidase C26', 'Peptidase C26, gamma-glutamyl hydrolase']"
CLU,"['IPR000753', 'IPR016016']","['Clusterin-like', 'Clusterin']"
FCGR3A,,
H1F0,['IPR005819'],['Linker histone H1/H5']
RYK,,
PLOD2,,
ASGR2,,
ASGR1,,
MANBA,,
GOLIM4,['IPR042336'],['Golgi integral membrane protein 4']
DDX59,,
TRAF5,,
AGRN,,
ANKRD20A2,,
SPOUT1,['IPR003750'],['Putative RNA methyltransferase']
MEIOC,['IPR027963'],['Meiosis-specific coiled-coil domain-containing protein MEIOC']
PCDH19,['IPR030716'],['Protocadherin-19']
ANAPC16,['IPR029641'],['Anaphase-promoting complex subunit 16']
C1orf216,['IPR027812'],['Protein of unknown function DUF4653']
NUDT16,,
EXOC5,"['IPR009976', 'IPR033960']","['Exocyst complex component Sec10-like', 'Exocyst complex component EXOC5/Sec10']"
UFD1,['IPR004854'],['Ubiquitin fusion degradation protein Ufd1-like']
MEIS1,,
GLG1,['IPR039728'],['Golgi apparatus protein 1']
ALDOC,['IPR000741'],"['Fructose-bisphosphate aldolase, class-I']"
PRR30,['IPR000741'],"['Fructose-bisphosphate aldolase, class-I']"
CCDC66,['IPR039183'],['Coiled-coil domain-containing protein 66']
ACYP1,['IPR020456'],['Acylphosphatase']
CCDC26,['IPR020456'],['Acylphosphatase']
CXorf40B,,
CRYGB,,
ITGA5,['IPR000413'],['Integrin alpha chain']
EPHX2,"['IPR000639', 'IPR006439', 'IPR041492']","['Epoxide hydrolase-like', 'HAD hydrolase, subfamily IA', 'Haloacid dehalogenase-like hydrolase']"
CRYGC,,
CD8B,['IPR042414'],['T-cell surface glycoprotein CD8 beta chain']
ELL2,"['IPR031176', 'IPR031179']","['ELL/occludin family', 'RNA polymerase II elongation factor ELL2']"
PRKRIP1,['IPR009548'],['PRKR-interacting protein 1']
EVI2B,['IPR033239'],['Protein EVI2B']
SLC17A3,['IPR017373'],"['Sodium-dependent phosphate transport protein 4 , predicted']"
SYNDIG1,['IPR007593'],['CD225/Dispanin family']
HMGN4,['IPR007593'],['CD225/Dispanin family']
BTN3A3,,
RMND5A,,
RNASE11,"['IPR001427', 'IPR029743']","['Pancreatic ribonuclease', 'Ribonuclease 11']"
C10orf128,['IPR029395'],['Protein of unknown function DUF4514']
PSMA8,['IPR001353'],"['Proteasome, subunit alpha/beta']"
OR52Z1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
OR4E1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
DMRTA1,['IPR026607'],['DMRT/protein doublesex/protein male abnormal 3']
NR5A2,"['IPR001723', 'IPR016355']","['Nuclear hormone receptor', 'Nuclear hormone receptor family 5']"
TYW5,['IPR029612'],['tRNA wybutosine-synthesizing protein 5']
BTN3A1,,
LRRC39,,
VANGL1,,
NFIC,,
MUC6,['IPR030124'],['Mucin-6']
OSTF1,,
CRYGD,,
GRPEL2,['IPR000740'],['GrpE nucleotide exchange factor']
ERCC4,['IPR006167'],['DNA repair protein XPF']
SHISA4,['IPR026910'],['Shisa family']
ARHGEF1,,
ABCC2,"['IPR005292', 'IPR030247']","['Multi drug resistance-associated protein', 'Canalicular multispecific organic anion transporter 1']"
NEUROG1,['IPR032653'],['Neurogenin-1']
GABRA3,"['IPR001390', 'IPR005433', 'IPR006028', 'IPR006201']","['Gamma-aminobutyric-acid A receptor, alpha subunit', 'Gamma-aminobutyric-acid A receptor, alpha 3 subunit', 'Gamma-aminobutyric acid A receptor/Glycine receptor alpha', 'Neurotransmitter-gated ion-channel']"
CELF1,,
VCPKMT,['IPR019410'],['Lysine methyltransferase']
YY1AP1,['IPR033274'],['YY1-associated protein 1']
NDUFA4,['IPR010530'],['NADH-ubiquinone reductase complex 1 MLRQ subunit']
ZNF593,,
PSMD14,['IPR035299'],['26S Proteasome non-ATPase regulatory subunit 14']
CCSER2,['IPR035299'],['26S Proteasome non-ATPase regulatory subunit 14']
CCDC195,['IPR035299'],['26S Proteasome non-ATPase regulatory subunit 14']
TEX51,['IPR035299'],['26S Proteasome non-ATPase regulatory subunit 14']
APBB2,,
CRYGS,,
DNASE1L2,['IPR016202'],['Deoxyribonuclease I']
OTUB2,"['IPR016615', 'IPR019400', 'IPR030299']","['Ubiquitin thioesterase Otubain', 'Peptidase C65, otubain', 'Ubiquitin thioesterase OTUB2']"
CBLL1,['IPR040383'],['E3 ubiquitin-protein ligase HAKAI/CBLL2']
PMM1,"['IPR005002', 'IPR006379']","['Phosphomannomutase', 'HAD-superfamily hydrolase, subfamily IIB']"
RAD50,,
ECHDC3,['IPR001753'],['Enoyl-CoA hydratase/isomerase']
KLK6,['IPR001314'],"['Peptidase S1A, chymotrypsin family']"
FGF4,"['IPR002209', 'IPR028239']","['Fibroblast growth factor family', 'Fibroblast growth factor 4']"
OR5AL1,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
SNRNP70,,
TMCO6,,
AUNIP,['IPR029286'],['Aurora kinase A and ninein interacting protein']
FURIN,['IPR015500'],"['Peptidase S8, subtilisin-related']"
NT5DC2,"['IPR008380', 'IPR016695']","[""HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase"", ""Purine 5'-nucleotidase""]"
GRIN1,['IPR001508'],"['Ionotropic glutamate receptor, metazoa']"
LY6G6F,['IPR026524'],['Lymphocyte antigen 6 complex locus protein G6d/G6f']
C10orf95,['IPR026524'],['Lymphocyte antigen 6 complex locus protein G6d/G6f']
TUBA4B,['IPR002452'],['Alpha tubulin']
BIN1,"['IPR003005', 'IPR003023']","['Amphiphysin', 'Amphiphysin 2']"
CATSPERB,['IPR028748'],['Cation channel sperm-associated protein subunit beta']
OR5G3,['IPR000725'],['Olfactory receptor']
HDAC11,['IPR000286'],['Histone deacetylase family']
OR4Q2,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
LTA4H,"['IPR001930', 'IPR012777', 'IPR034015']","['Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase', 'Leukotriene A4 hydrolase/leucine aminopeptidase', 'Aminopeptidase, leukotriene A4 hydrolase-like']"
FXYD5,['IPR000272'],"['Ion-transport regulator, FXYD motif']"
RMDN1,,
OR10J4,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
HCK,,
OR5AC1,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
EID2B,"['IPR033258', 'IPR033259']","['EP300-interacting inhibitor of differentiation', 'EP300-interacting inhibitor of differentiation 2B']"
KIAA1614,,
IGF2BP3,,
SPRR5,,
MEDAG,"['IPR039230', 'IPR043460']","['Mesenteric estrogen-dependent adipogenesis protein', 'MEDAG/TEX26']"
ZNF501,,
DNM1L,"['IPR022812', 'IPR030556']","['Dynamin superfamily', 'Dynamin-1-like protein']"
LRRC58,,
GALNT5,,
CHCHD2P9,,
PRLH,['IPR026194'],['Prolactin-releasing peptide']
HVCN1,['IPR031846'],['Voltage-gated hydrogen channel 1']
EDDM13,['IPR031846'],['Voltage-gated hydrogen channel 1']
B3GNT8,['IPR002659'],"['Glycosyl transferase, family 31']"
ZCCHC6,,
FAM182A,,
GPSM2,,
SAP18,['IPR010516'],['Sin3 associated polypeptide p18']
CCRL2,"['IPR000276', 'IPR000355']","['G protein-coupled receptor, rhodopsin-like', 'Chemokine receptor family']"
ADGRD2,"['IPR000832', 'IPR001759']","['GPCR, family 2, secretin-like', 'Pentraxin-related']"
MEGF8,,
EML1,,
SYT10,['IPR028677'],['Synaptotagmin-10']
ESRG,['IPR028677'],['Synaptotagmin-10']
KCTD12,,
NFE2L2,['IPR029845'],['Nuclear factor erythroid 2-related factor 2']
SMIM28,['IPR029845'],['Nuclear factor erythroid 2-related factor 2']
SLC7A6OS,['IPR040218'],['Probable RNA polymerase II nuclear localization protein SLC7A6OS']
SLFN11,['IPR029684'],['Schlafen family']
NTNG2,,
PPP1R3E,,
TUBGCP3,['IPR007259'],['Gamma-tubulin complex component protein']
C11orf96,['IPR031521'],['Protein of unknown function DUF4695']
GDF5OS,['IPR039711'],"['Protein GDF5OS, mitochondrial']"
HSFX4,['IPR027725'],['Heat shock transcription factor family']
ZER1,,
DNTTIP2,['IPR039883'],['Fcf2/DNTTIP2']
MORN5,['IPR042814'],['MORN repeat-containing protein 5']
ZSCAN2,,
AP2M1,['IPR001392'],"['Clathrin adaptor, mu subunit']"
EYS,,
CMC1,['IPR013892'],['Cytochrome c oxidase biogenesis protein Cmc1-like']
ZNF467,,
REPS1,['IPR026814'],['RalBP1-associated Eps domain-containing protein 1']
CENPV,,
RTCA,"['IPR000228', 'IPR017770']","[""RNA 3'-terminal phosphate cyclase"", ""RNA 3'-terminal phosphate cyclase type 1""]"
PLK4,['IPR033700'],['Serine/threonine-protein kinase Plk4']
OPTN,['IPR032939'],['Optineurin']
PIK3C2A,['IPR015433'],['Phosphatidylinositol kinase']
SYT5,,
R3HDM4,['IPR039629'],['R3H domain-containing protein 4']
E2F4,['IPR015633'],['E2F Family']
PIK3R2,,
IFRD1,,
METTL17,['IPR015324'],['Ribosomal protein Rsm22-like']
PHGR1,['IPR015324'],['Ribosomal protein Rsm22-like']
DPPA2,"['IPR039590', 'IPR039835']","['Developmental pluripotency-associated protein 2/4', 'Developmental pluripotency-associated protein 2']"
GFRA2,"['IPR003438', 'IPR003504', 'IPR017372']","['Glial cell line-derived neurotrophic factor receptor', 'Glial cell line-derived neurotrophic factor receptor alpha 2', 'Glial cell line-derived neurotrophic factor receptor, alpha 1/2']"
LST1,['IPR007775'],"['Leukocyte-specific transcript 1, LST-1']"
FOXRED1,,
LHFPL4,['IPR019372'],['Lipoma HMGIC fusion partner-like protein']
CAMK2N1,['IPR019372'],['Lipoma HMGIC fusion partner-like protein']
SLC9B1,,
DENND4C,,
DIO2,['IPR000643'],['Iodothyronine deiodinase']
TCL1A,['IPR004832'],['TCL1/MTCP1']
MTCP1,['IPR004832'],['TCL1/MTCP1']
HAS2,['IPR028371'],['Hyaluronan synthase 2']
CMC4,['IPR027179'],['Mature-T-Cell Proliferation I type']
EVPL,['IPR030460'],['Envoplakin']
AKNAD1,['IPR030460'],['Envoplakin']
IGFBP7,['IPR011390'],"['Insulin-like growth factor binding protein-related protein (IGFBP-rP), MAC25']"
RNLS,['IPR040174'],['Renalase']
POLE2,['IPR016266'],"['DNA polymerase epsilon, subunit B']"
FAM86B2,"['IPR019410', 'IPR029426']","['Lysine methyltransferase', 'FAM86']"
HEATR9,,
SCAF1,['IPR042841'],"['Splicing factor, arginine/serine-rich 19']"
GOLGA1,,
TAF15,"['IPR034870', 'IPR034875']","['TAF15/EWS/TLS family', 'TATA binding associated factor 15']"
N4BP2L2,"['IPR026302', 'IPR026568']","['NEDD4-binding protein 2', 'NEDD4-binding protein 2-like 2']"
KCNJ9,"['IPR003276', 'IPR016449']","['Potassium channel, inwardly rectifying, Kir3.3', 'Potassium channel, inwardly rectifying, Kir']"
ZC3H13,,
CNGA2,,
CNGA3,,
ANKRD22,['IPR042802'],['Ankyrin repeat domain-containing protein 22']
RPL36A,['IPR000552'],['Ribosomal protein L44e']
CFAP69,,
NTRK3,"['IPR020446', 'IPR020777']","['Tyrosine-protein kinase, neurotrophic receptor, type 3', 'Tyrosine-protein kinase, neurotrophic receptor']"
CT62,"['IPR020446', 'IPR020777']","['Tyrosine-protein kinase, neurotrophic receptor, type 3', 'Tyrosine-protein kinase, neurotrophic receptor']"
VENTXP1,"['IPR020446', 'IPR020777']","['Tyrosine-protein kinase, neurotrophic receptor, type 3', 'Tyrosine-protein kinase, neurotrophic receptor']"
ZNF563,,
ZSWIM4,,
EZH1,"['IPR021654', 'IPR032926']","['Histone-lysine N-methyltransferase EZH1/EZH2', 'Histone-lysine N-methyltransferase EZH1']"
VSIR,['IPR042473'],['V-type immunoglobulin domain-containing suppressor of T-cell activation']
JAKMIP3,,
PDE2A,['IPR023088'],"[""3'5'-cyclic nucleotide phosphodiesterase""]"
RP9,['IPR034585'],['Retinitis pigmentosa 9 protein']
FOXN3,,
HABP4,['IPR039764'],['RNA binding protein HABP4/SERBP1']
SLC33A1,"['IPR004752', 'IPR024371']","['AmpG-like permease/Acetyl-coenzyme A transporter 1', 'Acetyl-coenzyme A transporter 1-like']"
WASL,['IPR030214'],['Neural Wiskott-Aldrich syndrome protein']
HS1BP3,['IPR039701'],['HCLS1-binding protein 3']
SUDS3,['IPR013907'],['Sds3-like']
CCDC151,['IPR033192'],['Coiled-coil domain-containing protein 151']
VPS37C,,
KIR3DX1,,
TARSL2,['IPR002320'],"['Threonine-tRNA ligase, class IIa']"
SLX4IP,['IPR002320'],"['Threonine-tRNA ligase, class IIa']"
FKBP15,['IPR002320'],"['Threonine-tRNA ligase, class IIa']"
SULT1C3,,
EEF2K,['IPR017400'],['Eukaryotic elongation factor 2 kinase']
SULT6B1,['IPR017400'],['Eukaryotic elongation factor 2 kinase']
TMEM179B,['IPR029776'],['Transmembrane protein 179B']
IZUMO3,['IPR029389'],['Izumo sperm-egg fusion protein']
FOXB2,,
TEX50,['IPR038833'],['Testis-expressed protein 50']
POLRMT,['IPR002092'],"['DNA-directed RNA polymerase, phage-type']"
IPO5,['IPR040122'],['Importin beta family']
ASPHD1,,
QRFP,['IPR024565'],['Orexigenic neuropeptide QRFP/P518']
CSAG1,['IPR024565'],['Orexigenic neuropeptide QRFP/P518']
RRAGB,"['IPR006762', 'IPR039397']","['Gtr1/RagA G protein', 'RagA/B']"
RBMXL1,,
MUCL1,,
ZMYND19,['IPR032978'],['Zinc finger MYND domain-containing protein 19']
BPIFA2,,
CXorf38,['IPR027897'],['Protein of unknown function DUF4559']
STARD4,['IPR042555'],['StAR-related lipid transfer protein 4']
UBALD1,['IPR042555'],['StAR-related lipid transfer protein 4']
ARHGEF26,,
DUSP13,"['IPR020405', 'IPR020417']","['Atypical dual specificity phosphatase, subfamily A', 'Atypical dual specificity phosphatase']"
TREML2,,
CD22,,
OTUD3,,
INSC,['IPR039921'],['Inscuteable']
HEPHL1,,
BTF3,['IPR039370'],['Transcription factor BTF3']
NUS1,['IPR001441'],['Decaprenyl diphosphate synthase-like']
ALOX5AP,"['IPR001129', 'IPR001446']","['Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein', '5-lipoxygenase-activating protein']"
PRR27,['IPR033533'],['Proline-rich protein 27']
MTERF3,['IPR003690'],"['Transcription termination factor, mitochondrial/chloroplastic']"
C10orf76,['IPR039868'],['Armadillo-like helical domain-containing protein 3-like']
CLPSL1,['IPR001981'],['Colipase']
GPR183,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
MRRF,['IPR002661'],['Ribosome recycling factor']
RAB3C,"['IPR001806', 'IPR037872']","['Small GTPase', 'Rab3']"
OTX1,"['IPR003025', 'IPR003026']","['Transcription factor Otx', 'Transcription factor Otx1']"
SMIM19,['IPR029368'],['Small integral membrane protein 19']
ERMN,,
VIPR1,"['IPR000832', 'IPR001571', 'IPR001771']","['GPCR, family 2, secretin-like', 'GPCR, family 2, vasoactive intestinal peptide receptor', 'GPCR, family 2, vasoactive intestinal peptide receptor 1']"
OTX2,['IPR003022'],['Transcription factor Otx2']
BBS10,"['IPR002423', 'IPR042619']","['Chaperonin Cpn60/TCP-1 family', 'Bardet-Biedl syndrome 10 protein']"
CCR1,"['IPR000355', 'IPR034321']","['Chemokine receptor family', 'C-C Chemokine receptor type 1, eukaryote']"
TTC8,['IPR028796'],['Tetratricopeptide repeat protein 8']
MC4R,"['IPR001671', 'IPR001908']","['Melanocortin/ACTH receptor', 'Melanocortin receptor']"
MTFMT,,
CCR7,"['IPR000276', 'IPR000355', 'IPR001718']","['G protein-coupled receptor, rhodopsin-like', 'Chemokine receptor family', 'CC chemokine receptor 7']"
RMI2,['IPR032245'],['RecQ-mediated genome instability protein 2']
BRS3,['IPR001560'],['Bombesin receptor type 3']
FAM122A,['IPR001560'],['Bombesin receptor type 3']
KITLG,['IPR003452'],['Stem cell factor']
FAM236D,['IPR003452'],['Stem cell factor']
TXNL4A,['IPR004123'],['Dim1 family']
NT5E,['IPR006179'],"[""5'-Nucleotidase/apyrase""]"
CARMIL1,['IPR029764'],['Leucine-rich repeat-containing protein 16A']
FAM237A,['IPR029764'],['Leucine-rich repeat-containing protein 16A']
CCKBR,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
CCKAR,"['IPR000276', 'IPR009126']","['G protein-coupled receptor, rhodopsin-like', 'Cholecystokinin receptor']"
C9orf43,"['IPR000276', 'IPR009126']","['G protein-coupled receptor, rhodopsin-like', 'Cholecystokinin receptor']"
FIBIN,['IPR026772'],['Fin bud initiation factor']
SHMT1,['IPR001085'],['Serine hydroxymethyltransferase']
SHMT2,['IPR001085'],['Serine hydroxymethyltransferase']
POU3F3,['IPR016362'],"['POU-domain transcription factor, class 3']"
POU3F2,,
ZMYM4,,
MAZ,,
MRPL38,"['IPR008914', 'IPR035810']","['Phosphatidylethanolamine-binding protein', 'Phosphatidylethanolamine-binding protein, eukaryotic']"
DENND3,,
DEPTOR,['IPR037589'],['DEP domain-containing mTOR-interacting protein']
ABHD4,,
UHMK1,['IPR034372'],['Serine/threonine-protein kinase Kist']
TEX36,,
LIN54,['IPR028307'],['Lin-54 family']
C6orf136,['IPR018790'],['Protein of unknown function DUF2358']
NOL11,['IPR042859'],['Nucleolar protein 11']
METTL7A,,
DDX31,,
SLAMF6,,
LINC01560,,
MFSD14C,,
TMEM89,['IPR028069'],['Transmembrane protein 89']
LRTOMT,,
ATAT1,['IPR038746'],['Alpha-tubulin N-acetyltransferase']
NUTM2G,['IPR024310'],['NUT family']
PRR5L,['IPR013745'],['TORC2 component Bit61/PRR5']
CTSW,['IPR033158'],['Cathepsin W']
CHRNA3,"['IPR002394', 'IPR006201']","['Nicotinic acetylcholine receptor', 'Neurotransmitter-gated ion-channel']"
GRK4,['IPR000239'],['GPCR kinase']
GDAP1,"['IPR034336', 'IPR040079']","['Ganglioside-induced differentiation-associated protein 1', 'Glutathione Transferase family']"
ITPKC,['IPR005522'],['Inositol polyphosphate kinase']
NUBPL,['IPR033756'],['Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35']
PABPC5,,
KCNA10,"['IPR003968', 'IPR003972']","['Potassium channel, voltage dependent, Kv', 'Potassium channel, voltage dependent, Kv1']"
