Gene_Name,domains,name
DLX4,['IPR020479'],"['Homeobox domain, metazoa']"
GOLGA5,,
IRF7,['IPR001346'],['Interferon regulatory factor DNA-binding domain']
CMTM5,['IPR001346'],['Interferon regulatory factor DNA-binding domain']
BRD9,['IPR001487'],['Bromodomain']
CACNB4,['IPR008145'],['Guanylate kinase/L-type calcium channel beta subunit']
MOCS2,,
02-Sep,['IPR030379'],['Septin-type guanine nucleotide-binding (G) domain']
COQ10B,,
ABRAXAS2,,
ZBED1,['IPR003656'],"['Zinc finger, BED-type']"
AKR1C8P,['IPR023210'],['NADP-dependent oxidoreductase domain']
CLPTM1,,
HAND1,['IPR011598'],"['Myc-type, basic helix-loop-helix (bHLH) domain']"
ZNF671,"['IPR001909', 'IPR013087']","['Krueppel-associated box', 'Zinc finger C2H2-type']"
CLIP3,['IPR000938'],['CAP Gly-rich domain']
WWP2,"['IPR000569', 'IPR001202']","['HECT domain', 'WW domain']"
SLC15A2,,
NAPSA,['IPR033121'],['Peptidase family A1 domain']
TM4SF19,['IPR033121'],['Peptidase family A1 domain']
ITGA1,"['IPR002035', 'IPR013649']","['von Willebrand factor, type A', 'Integrin alpha-2']"
TOMM40,,
CXorf1,,
TNFRSF11B,"['IPR000488', 'IPR001368', 'IPR011641']","['Death domain', 'TNFR/NGFR cysteine-rich region', 'Tyrosine-protein kinase ephrin type A/B receptor-like']"
EIF3F,"['IPR000555', 'IPR024969', 'IPR037518']","['JAB1/MPN/MOV34 metalloenzyme domain', 'Rpn11/EIF3F, C-terminal', 'MPN domain']"
PPP1R17,"['IPR000555', 'IPR024969', 'IPR037518']","['JAB1/MPN/MOV34 metalloenzyme domain', 'Rpn11/EIF3F, C-terminal', 'MPN domain']"
NDUFB10,,
TFEC,"['IPR011598', 'IPR021802']","['Myc-type, basic helix-loop-helix (bHLH) domain', 'MiT/TFE transcription factors, C-terminal']"
UQCRQ,,
SUZ12,['IPR019135'],"['Polycomb protein, VEFS-Box']"
ERLEC1,['IPR012913'],['Protein OS9-like']
NCAPD2,['IPR032682'],"['Condensin complex subunit 1, C-terminal']"
RGS7BP,['IPR032682'],"['Condensin complex subunit 1, C-terminal']"
SART3,"['IPR000504', 'IPR008669', 'IPR034217', 'IPR034218']","['RNA recognition motif domain', 'LSM-interacting domain', 'SART3, RNA recognition motif 1', 'SART3, RNA recognition motif 2']"
TNIP1,"['IPR000504', 'IPR008669', 'IPR034217', 'IPR034218']","['RNA recognition motif domain', 'LSM-interacting domain', 'SART3, RNA recognition motif 1', 'SART3, RNA recognition motif 2']"
EXOSC7,"['IPR001247', 'IPR015847']","['Exoribonuclease, phosphorolytic domain 1', 'Exoribonuclease, phosphorolytic domain 2']"
INA,['IPR039008'],"['Intermediate filament, rod domain']"
EREG,['IPR000742'],['EGF-like domain']
MMRN2,"['IPR001073', 'IPR011489']","['C1q domain', 'EMI domain']"
APBA3,"['IPR001478', 'IPR006020']","['PDZ domain', 'PTB/PI domain']"
MTBP,"['IPR029418', 'IPR029420', 'IPR029421']","['MDN2-binding protein, C-terminal domain', 'MDM2-binding protein, central domain', 'MDM2-binding protein, N-terminal domain']"
EFTUD2,"['IPR000640', 'IPR000795', 'IPR004161', 'IPR005225', 'IPR005517', 'IPR031950', 'IPR035655', 'IPR041095']","['Elongation factor EFG, domain V-like', 'Transcription factor, GTP-binding domain', 'Translation elongation factor EFTu-like, domain 2', 'Small GTP-binding protein domain', 'Translation elongation factor EFG/EF2, domain IV', '116kDa U5 small nuclear ribonucleoprotein component, N-terminal', '116kDa U5 small nuclear ribonucleoprotein component, C-terminal', 'Elongation Factor G, domain II']"
CHEK2,"['IPR000253', 'IPR000719']","['Forkhead-associated (FHA) domain', 'Protein kinase domain']"
DNAL4,,
ACAP1,"['IPR001164', 'IPR001849', 'IPR020683']","['Arf GTPase activating protein', 'Pleckstrin homology domain', 'Ankyrin repeat-containing domain']"
PUM2,"['IPR033133', 'IPR033712']","['Pumilio homology domain', 'Pumilio, RNA binding domain']"
CYP2W1,,
NDNF,['IPR003961'],['Fibronectin type III']
STOML3,['IPR001107'],['Band 7 domain']
C11orf45,,
ACTL6A,,
METTL21C,,
ZNF385C,,
WNT11,,
PAK4,"['IPR000095', 'IPR000719', 'IPR033923']","['CRIB domain', 'Protein kinase domain', 'p21 activated kinase binding domain']"
CDC7,['IPR000719'],['Protein kinase domain']
SPATA31B1P,['IPR000719'],['Protein kinase domain']
PEX11B,,
UQCR11,,
CASQ2,"['IPR041858', 'IPR041859', 'IPR041860']","['Calsequestrin, middle TRX-fold domain', 'Calsequestrin, N-terminal TRX-fold domain', 'Calsequestrin, C-terminal TRX-fold domain']"
C10orf88,,
R3HDM1,"['IPR001374', 'IPR024771']","['R3H domain', 'SUZ domain']"
IQCD,,
LARS2,"['IPR002300', 'IPR013155']","['Aminoacyl-tRNA synthetase, class Ia', 'Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding']"
FAM76A,,
MYL12A,['IPR015070'],"['DJBP, EF-hand domain']"
SNX17,"['IPR000159', 'IPR001683', 'IPR037836', 'IPR040842']","['Ras-associating (RA) domain', 'Phox homologous domain', 'SNX17, atypical FERM-like domain', 'Sorting nexin-17/31, FERM domain']"
TRAM2,,
LAMA4,"['IPR000742', 'IPR001791', 'IPR002049', 'IPR009254', 'IPR010307']","['EGF-like domain', 'Laminin G domain', 'Laminin EGF domain', 'Laminin alpha, domain I', 'Laminin domain II']"
HERC3,,
TRIM44,,
ARNTL,['IPR013767'],['PAS fold']
NSD2,"['IPR000313', 'IPR001214', 'IPR001841', 'IPR003616', 'IPR006560', 'IPR009071', 'IPR019787']","['PWWP domain', 'SET domain', 'Zinc finger, RING-type', 'Post-SET domain', 'AWS domain', 'High mobility group box domain', 'Zinc finger, PHD-finger']"
PIK3CD,"['IPR000341', 'IPR000403', 'IPR001263', 'IPR002420', 'IPR003113', 'IPR037703']","['Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain', 'Phosphatidylinositol 3-/4-kinase, catalytic domain', 'Phosphoinositide 3-kinase, accessory (PIK) domain', 'Phosphatidylinositol 3-kinase, C2 domain', 'Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain', 'PI3Kdelta, catalytic domain']"
TEX48,"['IPR000341', 'IPR000403', 'IPR001263', 'IPR002420', 'IPR003113', 'IPR037703']","['Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain', 'Phosphatidylinositol 3-/4-kinase, catalytic domain', 'Phosphoinositide 3-kinase, accessory (PIK) domain', 'Phosphatidylinositol 3-kinase, C2 domain', 'Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain', 'PI3Kdelta, catalytic domain']"
RTP4,['IPR027377'],['Zinc-binding domain']
PRR7,['IPR027377'],['Zinc-binding domain']
DAZAP2,['IPR027377'],['Zinc-binding domain']
KLRG1,"['IPR001304', 'IPR033992']","['C-type lectin-like', 'Natural killer cell receptor-like, C-type lectin-like domain']"
SLC35B2,,
ZNF417,['IPR013087'],['Zinc finger C2H2-type']
ASB9,"['IPR001496', 'IPR020683', 'IPR037333']","['SOCS box domain', 'Ankyrin repeat-containing domain', 'Ankyrin repeat and SOCS box protein 9/11, SOCS box domain']"
RSPRY1,"['IPR001841', 'IPR001870', 'IPR003877', 'IPR035774']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'SPRY domain', 'RING finger and SPRY domain-containing protein 1, SPRY domain']"
MIR17HG,"['IPR001841', 'IPR001870', 'IPR003877', 'IPR035774']","['Zinc finger, RING-type', 'B30.2/SPRY domain', 'SPRY domain', 'RING finger and SPRY domain-containing protein 1, SPRY domain']"
CCNE2,['IPR013763'],['Cyclin-like']
ETV2,,
ZNF519,['IPR001909'],['Krueppel-associated box']
HAMP,,
B3GALT4,,
UPK1A,,
ERVK-8,"['IPR000328', 'IPR029104']","['Retroviral envelope protein GP41-like', 'Retro-transcribing virus envelope glycoprotein']"
HERVK_113,"['IPR000328', 'IPR029104']","['Retroviral envelope protein GP41-like', 'Retro-transcribing virus envelope glycoprotein']"
CLGN,,
JOSD1,['IPR006155'],['Josephin domain']
LECT2,['IPR016047'],['Peptidase M23']
SLC39A14,,
RAB3GAP1,,
PRR4,,
ARL6IP1,,
NKX2-3,"['IPR001356', 'IPR020479']","['Homeobox domain', 'Homeobox domain, metazoa']"
LRRC14,,
HGS,"['IPR000306', 'IPR002014', 'IPR017455', 'IPR024641']","['FYVE zinc finger', 'VHS domain', 'Zinc finger, FYVE-related', 'Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain']"
SETDB1,"['IPR001739', 'IPR002999', 'IPR003616', 'IPR007728', 'IPR040880', 'IPR041291', 'IPR041292']","['Methyl-CpG DNA binding', 'Tudor domain', 'Post-SET domain', 'Pre-SET domain', 'Domain of unknown function DUF5604', 'Histone methyltransferase, Tudor domain 1', 'Histone methyltransferase, Tudor domain 2']"
MANSC1,"['IPR011106', 'IPR013980']","['Seven cysteines, N-terminal', 'MANSC domain']"
RAB29,['IPR005225'],['Small GTP-binding protein domain']
KARS,"['IPR004364', 'IPR004365', 'IPR006195', 'IPR018149']","['Aminoacyl-tRNA synthetase, class II (D/K/N)', 'OB-fold nucleic acid binding domain, AA-tRNA synthetase-type', 'Aminoacyl-tRNA synthetase, class II', 'Lysyl-tRNA synthetase, class II, C-terminal']"
AURKA,"['IPR000719', 'IPR030611']","['Protein kinase domain', 'Aurora kinase A']"
SLC25A38,,
SULT1C2,['IPR000863'],['Sulfotransferase domain']
NEIL3,"['IPR000214', 'IPR001876', 'IPR010666', 'IPR015886']","['Zinc finger, DNA glycosylase/AP lyase-type', 'Zinc finger, RanBP2-type', 'Zinc finger, GRF-type', 'DNA glycosylase/AP lyase, H2TH DNA-binding']"
SLC28A1,"['IPR002668', 'IPR011642']","['Concentrative nucleoside transporter N-terminal domain', 'Nucleoside transporter/FeoB GTPase, Gate domain']"
NPLOC4,"['IPR001876', 'IPR007716', 'IPR007717', 'IPR024682', 'IPR037518']","['Zinc finger, RanBP2-type', 'NPL4, zinc-binding putative', 'Nuclear pore localisation protein NPL4, C-terminal', 'Nuclear pore localisation protein Npl4, ubiquitin-like domain', 'MPN domain']"
MATN2,"['IPR000742', 'IPR001881', 'IPR002035', 'IPR019466', 'IPR026823']","['EGF-like domain', 'EGF-like calcium-binding domain', 'von Willebrand factor, type A', 'Matrilin, coiled-coil trimerisation domain', 'Complement Clr-like EGF domain']"
MLC1,,
FBXO30,['IPR001293'],"['Zinc finger, TRAF-type']"
FGFBP3,,
XPO1,"['IPR001494', 'IPR013598', 'IPR014877']","['Importin-beta, N-terminal domain', 'Exportin-1/Importin-beta-like', 'Exportin-1, C-terminal']"
PDHX,"['IPR000089', 'IPR001078', 'IPR004167']","['Biotin/lipoyl attachment', '2-oxoacid dehydrogenase acyltransferase, catalytic domain', 'Peripheral subunit-binding domain']"
,"['IPR000089', 'IPR001078', 'IPR004167']","['Biotin/lipoyl attachment', '2-oxoacid dehydrogenase acyltransferase, catalytic domain', 'Peripheral subunit-binding domain']"
C10orf113,,
MOCS2,,
HNRNPDL,"['IPR000504', 'IPR034847']","['RNA recognition motif domain', 'hnRNP DL, RNA recognition motif 1']"
ZNF263,['IPR001909'],['Krueppel-associated box']
DOPEY1,,
IQCB1,,
RRS1,,
POLD3,,
KIAA0040,,
VPS26C,,
ARHGEF6,"['IPR000219', 'IPR001452', 'IPR001715', 'IPR001849', 'IPR032409']","['Dbl homology (DH) domain', 'SH3 domain', 'Calponin homology domain', 'Pleckstrin homology domain', 'Rho guanine nucleotide exchange factor, coiled-coil domain']"
INO80D,['IPR025927'],['Potential DNA-binding domain']
SLC27A2,"['IPR000873', 'IPR025110']","['AMP-dependent synthetase/ligase', 'AMP-binding enzyme, C-terminal domain']"
BRD3,"['IPR001487', 'IPR027353', 'IPR043508', 'IPR043509']","['Bromodomain', 'NET domain', 'Brdt, bromodomain, repeat I', 'Brdt, bromodomain, repeat II']"
KIF14,,
SSX1,,
PPP1R12A,['IPR031775'],"['cGMP-dependent protein kinase, interacting domain']"
ACAP2,"['IPR001164', 'IPR001849']","['Arf GTPase activating protein', 'Pleckstrin homology domain']"
AZIN1,"['IPR022643', 'IPR022644']","['Orn/DAP/Arg decarboxylase 2, C-terminal', 'Orn/DAP/Arg decarboxylase 2, N-terminal']"
SSX2B,"['IPR001909', 'IPR003655']","['Krueppel-associated box', 'Krueppel-associated box-related']"
EIF4H,['IPR034229'],"['eIF4H, RNA recognition motif']"
GAK,"['IPR000719', 'IPR014020', 'IPR029023']","['Protein kinase domain', 'Tensin phosphatase, C2 domain', 'Tensin-type phosphatase domain']"
C12orf60,"['IPR000719', 'IPR014020', 'IPR029023']","['Protein kinase domain', 'Tensin phosphatase, C2 domain', 'Tensin-type phosphatase domain']"
HEXA-AS1,"['IPR000719', 'IPR014020', 'IPR029023']","['Protein kinase domain', 'Tensin phosphatase, C2 domain', 'Tensin-type phosphatase domain']"
FAM182B,"['IPR000719', 'IPR014020', 'IPR029023']","['Protein kinase domain', 'Tensin phosphatase, C2 domain', 'Tensin-type phosphatase domain']"
EXTL1,"['IPR015338', 'IPR040911']","['Glycosyl transferase 64 domain', 'Exostosin, GT47 domain']"
BAD,,
GFRA1,['IPR016017'],['GDNF/GAS1']
RNF121,['IPR001841'],"['Zinc finger, RING-type']"
PLPP4,['IPR000326'],['Phosphatidic acid phosphatase type 2/haloperoxidase']
KLF11,['IPR013087'],['Zinc finger C2H2-type']
WNT9A,,
WDR43,"['IPR007148', 'IPR017986']","['Small-subunit processome, Utp12', 'WD40-repeat-containing domain']"
WNT9B,,
GIPC1,,
TAX1BP3,['IPR001478'],['PDZ domain']
POSTN,"['IPR000782', 'IPR011489']","['FAS1 domain', 'EMI domain']"
EXT1,"['IPR015338', 'IPR040911']","['Glycosyl transferase 64 domain', 'Exostosin, GT47 domain']"
PTPRN2,"['IPR000242', 'IPR000387', 'IPR003595', 'IPR021613', 'IPR029403']","['PTP type protein phosphatase', 'Tyrosine specific protein phosphatases domain', 'Protein-tyrosine phosphatase, catalytic', 'Protein-tyrosine phosphatase receptor IA-2 ectodomain', 'RESP18 domain']"
RAB8B,['IPR005225'],['Small GTP-binding protein domain']
ACOX1,"['IPR002655', 'IPR006091', 'IPR029320']","['Acyl-CoA oxidase, C-terminal', 'Acyl-CoA oxidase/dehydrogenase, central domain', 'Acyl-coenzyme A oxidase, N-terminal']"
VAX1,['IPR001356'],['Homeobox domain']
SMARCD2,"['IPR003121', 'IPR019835']","['SWIB/MDM2 domain', 'SWIB domain']"
CMTM2,['IPR008253'],['Marvel domain']
JPT2,,
SRD5A3,,
RAB1C,['IPR005225'],['Small GTP-binding protein domain']
RASIP1,"['IPR000159', 'IPR002710', 'IPR037983']","['Ras-associating (RA) domain', 'Dilute domain', 'Rasip1/Radil, cargo-binding domain']"
CCNYL2,,
C2CD6,,
PCDH17,"['IPR002126', 'IPR013164']","['Cadherin-like', 'Cadherin, N-terminal']"
ZNF146,['IPR013087'],['Zinc finger C2H2-type']
OXA1L,,
P2RY6,['IPR017452'],"['GPCR, rhodopsin-like, 7TM']"
EEA1,"['IPR000306', 'IPR013087', 'IPR017455']","['FYVE zinc finger', 'Zinc finger C2H2-type', 'Zinc finger, FYVE-related']"
SMARCC1,"['IPR000953', 'IPR001005', 'IPR007526', 'IPR017884', 'IPR032448', 'IPR032450', 'IPR032451']","['Chromo/chromo shadow domain', 'SANT/Myb domain', 'SWIRM domain', 'SANT domain', 'SMARCC, SWIRM-associated domain', 'SMARCC, N-terminal', 'SMARCC, C-terminal']"
CDK5R1,,
LIN7A,['IPR004172'],['L27 domain']
FGF14,,
MTHFD2L,"['IPR020630', 'IPR020631']","['Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain', 'Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain']"
FGF11,,
FGF13,,
ZWILCH,,
MAP4K1,['IPR000719'],['Protein kinase domain']
DLX6,,
FAM110D,"['IPR025739', 'IPR025741']","['Centrosome-associated, FAM110, N-terminal domain', 'Centrosome-associated, FAM110, C-terminal domain']"
ATAD3C,,
GPKOW,"['IPR000467', 'IPR005824', 'IPR026822', 'IPR041994']","['G-patch domain', 'KOW', 'Spp2/MOS2, G-patch domain', 'G-patch domain and KOW motifs-containing protein, KOW 2']"
REEP1,"['IPR000467', 'IPR005824', 'IPR026822', 'IPR041994']","['G-patch domain', 'KOW', 'Spp2/MOS2, G-patch domain', 'G-patch domain and KOW motifs-containing protein, KOW 2']"
DLX5,"['IPR001356', 'IPR020479']","['Homeobox domain', 'Homeobox domain, metazoa']"
DLX1,['IPR020479'],"['Homeobox domain, metazoa']"
SIM1,"['IPR000014', 'IPR010578', 'IPR013767']","['PAS domain', 'Single-minded, C-terminal', 'PAS fold']"
ATF7IP2,"['IPR003961', 'IPR031870']","['Fibronectin type III', 'ATF7-interacting protein , protein binding domain']"
MEX3C,"['IPR001841', 'IPR004087', 'IPR004088']","['Zinc finger, RING-type', 'K Homology domain', 'K Homology domain, type 1']"
SNAP47,['IPR000727'],['Target SNARE coiled-coil homology domain']
RGS12,"['IPR003116', 'IPR006020', 'IPR016137']","['Raf-like Ras-binding', 'PTB/PI domain', 'RGS domain']"
NCF4,"['IPR000270', 'IPR001452', 'IPR001683', 'IPR034853', 'IPR034912', 'IPR035541']","['PB1 domain', 'SH3 domain', 'Phox homologous domain', 'Neutrophil cytosol factor P40, PB1 domain', 'Neutrophil cytosol factor 4, PX domain', 'Neutrophil cytosol factor P40, SH3 domain']"
FSCN2,['IPR022768'],['Fascin domain']
TIMM23,['IPR022768'],['Fascin domain']
FAM209B,,
PDIA6,"['IPR005788', 'IPR013766']","['Disulphide isomerase', 'Thioredoxin domain']"
HAT1,['IPR019467'],['Histone acetyl transferase HAT1 N-terminal']
ARHGAP32,['IPR000198'],['Rho GTPase-activating protein domain']
ZNF395,"['IPR013087', 'IPR031940']","['Zinc finger C2H2-type', 'Domain of unknown function DUF4772']"
IKBKB,"['IPR000626', 'IPR000719', 'IPR022007', 'IPR041185']","['Ubiquitin-like domain', 'Protein kinase domain', 'I-kappa-kinase-beta NEMO binding domain', 'IKBKB, scaffold dimerization domain']"
SLC5A5,,
RRP1,,
NDUFV3,,
RGS13,['IPR016137'],['RGS domain']
TPTE,"['IPR000340', 'IPR014020']","['Dual specificity phosphatase, catalytic domain', 'Tensin phosphatase, C2 domain']"
DAZL,"['IPR000504', 'IPR037551']","['RNA recognition motif domain', 'DAZ, RNA recognition motif, vertebrates']"
CDS1,,
GSDMB,"['IPR040460', 'IPR041263']","['Gasdermin, pore forming domain', 'Gasdermin, PUB domain']"
HECTD2,['IPR000569'],['HECT domain']
HPS1,['IPR000569'],['HECT domain']
RPL3L,,
GATA6,"['IPR000679', 'IPR008013']","['Zinc finger, GATA-type', 'GATA-type transcription activator, N-terminal']"
ITFG1,,
MUC7,,
COPS5,"['IPR000555', 'IPR037518', 'IPR040961']","['JAB1/MPN/MOV34 metalloenzyme domain', 'MPN domain', 'Cop9 signalosome subunit 5 C-terminal domain']"
FAM209A,,
CASK,"['IPR000719', 'IPR001452', 'IPR001478', 'IPR035473']","['Protein kinase domain', 'SH3 domain', 'PDZ domain', 'CASK, SH3 domain']"
PLD2,"['IPR001736', 'IPR001849', 'IPR025202']","['Phospholipase D/Transphosphatidylase', 'Pleckstrin homology domain', 'Phospholipase D-like domain']"
FSTL4,"['IPR002048', 'IPR002350', 'IPR003598', 'IPR003599', 'IPR007110']","['EF-hand domain', 'Kazal domain', 'Immunoglobulin subtype 2', 'Immunoglobulin subtype', 'Immunoglobulin-like domain']"
OSR1,,
EVA1A,['IPR039500'],['EVA1 domain']
HMGCLL1,,
ACAD10,"['IPR002575', 'IPR009075', 'IPR011945', 'IPR013786', 'IPR041726']","['Aminoglycoside phosphotransferase', 'Acyl-CoA dehydrogenase/oxidase C-terminal', 'Predicted HAD-superfamily phosphatase, subfamily IA/Epoxide hydrolase, N-terminal', 'Acyl-CoA dehydrogenase/oxidase, N-terminal', 'Acyl-CoA dehydrogenase family member 10/11, N-terminal']"
UPF1,"['IPR006935', 'IPR018999', 'IPR040812', 'IPR041677', 'IPR041679']","['Helicase/UvrB, N-terminal', 'RNA helicase UPF1, UPF2-interacting domain', 'Domain of unknown function DUF5599', 'DNA2/NAM7 helicase, AAA domain', 'DNA2/NAM7 helicase-like, AAA domain']"
NCR3,"['IPR003599', 'IPR007110', 'IPR013106']","['Immunoglobulin subtype', 'Immunoglobulin-like domain', 'Immunoglobulin V-set domain']"
CNNM2,"['IPR000644', 'IPR002550']","['CBS domain', 'CNNM, transmembrane domain']"
UBE2L6,['IPR000608'],['Ubiquitin-conjugating enzyme E2']
MARS,"['IPR004046', 'IPR010987', 'IPR015413', 'IPR033911', 'IPR041598', 'IPR041872']","['Glutathione S-transferase, C-terminal', 'Glutathione S-transferase, C-terminal-like', 'Methionyl/Leucyl tRNA synthetase', 'Methioninyl-tRNA synthetase core domain', 'Methionine--tRNA ligase, N-terminal', 'Methionyl-tRNA synthetase, anticodon-binding domain']"
NPSR1,,
MINDY3,['IPR025257'],"['Deubiquitinating enzyme MINDY-3/4, conserved domain']"
CAGE1,,
ZNF596,"['IPR001909', 'IPR013087']","['Krueppel-associated box', 'Zinc finger C2H2-type']"
PLCG1,"['IPR000008', 'IPR000980', 'IPR001452', 'IPR001711', 'IPR001849', 'IPR002048', 'IPR035023', 'IPR035024', 'IPR035724']","['C2 domain', 'SH2 domain', 'SH3 domain', 'Phospholipase C, phosphatidylinositol-specific, Y domain', 'Pleckstrin homology domain', 'EF-hand domain', 'PLC-gamma, C-terminal SH2 domain', 'PLC-gamma, N-terminal SH2 domain', '1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1, SH3 domain']"
FAM234B,,
AZU1,['IPR001254'],"['Serine proteases, trypsin domain']"
ENKUR,['IPR027012'],['Enkurin domain']
TMEM167A,,
TMEM163,,
TVP23C,,
ADAM32,"['IPR000742', 'IPR001590', 'IPR001762', 'IPR002870', 'IPR006586', 'IPR034027']","['EGF-like domain', 'Peptidase M12B, ADAM/reprolysin', 'Disintegrin domain', 'Peptidase M12B, propeptide', 'ADAM, cysteine-rich domain', 'Reprolysin domain, adamalysin-type']"
METTL24,['IPR025714'],['Methyltransferase domain']
ACTR5,,
NEFL,"['IPR006821', 'IPR039008']","['Intermediate filament head, DNA-binding domain', 'Intermediate filament, rod domain']"
LDHB,"['IPR001236', 'IPR022383']","['Lactate/malate dehydrogenase, N-terminal', 'Lactate/malate dehydrogenase, C-terminal']"
SPINK2,['IPR002350'],['Kazal domain']
CLEC18A,"['IPR000742', 'IPR001304', 'IPR014044']","['EGF-like domain', 'C-type lectin-like', 'CAP domain']"
RPS10,['IPR005326'],"['Plectin/S10, N-terminal']"
NEFM,['IPR039008'],"['Intermediate filament, rod domain']"
MMP13,"['IPR000585', 'IPR001818', 'IPR002477', 'IPR006026', 'IPR033739']","['Hemopexin-like domain', 'Peptidase M10, metallopeptidase', 'Peptidoglycan binding-like', 'Peptidase, metallopeptidase', 'Peptidase M10A, catalytic domain']"
RPL24,['IPR011017'],['TRASH domain']
CENPB,"['IPR004875', 'IPR006600', 'IPR007889', 'IPR015115']","['DDE superfamily endonuclease domain', 'HTH CenpB-type DNA-binding domain', 'DNA binding HTH domain, Psq-type', 'Centromere protein CENP-B, C-terminal domain']"
